,recipeID,ingredient_and_quantity,ingredient_gt
6353,485,6 plum tomatoes,tomatoes
6354,485,1 red onion,onion
6355,485,1 clove of garlic,garlic
6356,485,400g chicken thighs ,chicken thighs
6357,485,1 clove of garlic,garlic
6358,485,8 tortillas,tortillas
6359,485,bunch of coriander,coriander
6360,485,salt,salt
6361,485,pepper,pepper
6362,485,250ml vegetable oil,vegetable oil
6363,485,1 romain lettuce,romaine lettuce
6364,485,1 avocado,avocado
6365,485,1 lime,lime
6366,485,150ml sour cream,sour cream
6367,485,200g feta,feta
6368,485,a few dollops of gran luchito tomatillo salsa,salsa
6369,486,2 red onions,onions
6370,486,2 limes,lime
6371,486,2 cloves of garlic,garlic
6372,486,1 & 1/2 tsp chilli flakes,chilli
6373,486,1 & 1/2 tsp ground coriander,coriander
6374,486,1 &1/2 tsp smoked paprika,paprika
6375,486,800g branston baked beans ,beans
6376,486,8 tacos,taco shells
6377,486,8 eggs,eggs
6378,486,400g sweetcorn,sweetcorn
6379,486,200g feta,feta
6380,486,handful of coriander,coriander
6381,486,"sriracha, to serve",sriracha
6382,486,salt,salt
6383,486,pepper,pepper
6384,486,olive oil,olive oil
6385,486,2 tbsp worcestershire sauce,worcestershire sauce
6386,487,1kg mixed vine tomatoes,vine tomatoes
6387,487,350g fresh mozzarella,mozzarella
6388,487,1 clove of garlic,garlic
6389,487,400g penne pasta,penne pasta
6390,487,handful of basil,basil
6391,487,salt,salt
6392,487,pepper,pepper
6393,487,7 tbsp olive oil,olive oil
6394,488,200g apricots,apricots
6395,488,handful of coriander,coriander
6396,488,3 red onions,onions
6397,488,2 tbsp harissa paste,harissa paste
6398,488,3 lemons,lemon
6399,488,1 x 250g pouch of tilda wholegrain basmati cooked rice,basmati rice
6400,488,1 small chicken ,chicken
6401,488,handful of parsley,parsley
6402,488,200g yoghurt,yoghurt
6403,488,80g pomegranates,pomegranate
6404,488,70g flaked almonds,flaked almonds
6405,488,salt,salt
6406,488,pepper,pepper
6407,488,olive oil,olive oil
6408,489,400g red chillies,chillies
6409,489,4 garlic cloves,garlic
6410,489,500ml water,water
6411,489,20g salt,salt
6412,490,2 large ripe tomatoes,tomatoes
6413,490,1 loaf of sourdough,sourdough
6414,490,2 cloves of garlic,garlic
6415,490,2 big pinches of maldon salt,salt
6416,490,100ml olive oil,olive oil
6417,491,2 peppers ,peppers
6418,491,1 1/2 tsp cayenne pepper,cayenne pepper
6419,491,2 heaped tsp smoked paprika,paprika
6420,491,1 tsp chilli flakes,chilli
6421,491,1 tsp garlic powder,garlic powder
6422,491,1 tsp cumin,cumin
6423,491,1 tsp onion salt,onion salt
6424,491,400g linguine,linguine
6425,491,50g cornflour,cornflour
6426,491,2 eggs,eggs
6427,491,4 chicken thighs,chicken thighs
6428,491,1 heaped tbsp cream cheese,cream cheese
6429,491,1/2 lime,lime
6430,491,bunch of coriander,coriander
6431,491,pepper,pepper
6432,491,vegetable oil,vegetable oil
6433,492,2 hispi cabbages,hispi cabbages
6434,492,1 tbsp sesame oil,sesame oil
6435,492,2 tbsp miso paste,miso paste
6436,492,3 tbsp tahini,tahini
6437,492,2 tbsp soy sauce,soy sauce
6438,492,2 cm ginger,ginger
6439,492,2 tbsp mirin,mirin
6440,492,handful of sesame seeds,sesame seeds
6441,492,handful of coriander,coriander
6442,493,4 brioche buns,brioche buns
6443,493,8 slices of red leicester cheese or cheddar,red leicester cheese or cheddar
6444,493,1 large jar of pickles,pickles
6445,493,vegetable oil,vegetable oil
6446,493,2 medium onions,onions
6447,493,salt,salt
6448,493,olive oil,olive oil
6449,493,2 shallots,shallots
6450,493,1 tbsp cornflour,cornflour
6451,493,500 ml vegetable oil ,vegetable oil
6452,493,1 shallot,shallot
6453,493,3 tbsp sweet pickle relish or pickles,pickle relish or pickles
6454,493,4 tbsp mayonnaise,mayonnaise
6455,493,2 tbsp ketchup,ketchup
6456,493,2 tbsp french’s mustard,mustard
6457,493,1 pinch of cayenne pepper,cayenne pepper
6458,493,salt,salt
6459,493,800g beef mince,beef mince
6460,493,salt,salt
6461,493,pepper,pepper
6462,494,2 tbsp coconut oil,coconut oil
6463,494,1 onion,onion
6464,494,4 garlic cloves,garlic
6465,494,small knob of ginger,ginger
6466,494,1 red bell pepper,bell pepper
6467,494,1/2 scotch bonnet,scotch bonnet
6468,494,280g fresh callaloo,callaloo
6469,494,1 tsp dried thyme,thyme
6470,494,1 tsp pimento or all spice,pimentos or allspice
6471,494,"2x250g pouches of tilda coconut, chilli & lemongrass cooked rice","tilda coconut, chilli and lemongrass rice"
6472,494,520g ackee,ackee
6473,494,100g coconut shavings,coconut shavings
6474,494,1 tsp salt,salt
6475,494,1 tsp pepper,pepper
6476,495,1 kg mix of vine and cherry tomatoes,vine tomatoes and cherry tomatoes
6477,495,6 cloves of garlic,garlic
6478,495,2 tsp chilli flakes,chilli flakes
6479,495,big handful of basil,basil
6480,495,1 kg gnocchi,gnocchi
6481,495,2 balls of mozzarella,balls of mozzarella
6482,495,salt,salt
6483,495,pepper,pepper
6484,495,olive oil,olive oil
6485,496,1 chinese cabbage,cabbage
6486,496,50ml soy sauce,soy sauce
6487,496,50ml fish sauce,fish sauce
6488,496,50ml apple juice,apple juice
6489,496,50g ginger,ginger
6490,496,3 cloves of garlic,garlic
6491,496,1 tbsp korean chilli flakes,chilli
6492,496,1 tbsp salt,salt
6493,497,2 large butternut squash,butternut squash
6494,497,2 tbsp curry powder,curry powder
6495,497,2 level tbsp white miso,miso
6496,497,1 tbsp sesame oil,sesame oil
6497,497,2 tsp chilli oil,chilli oil
6498,497,1 vegetable stock pot,vegetable stock
6499,497,1 large knob of ginger,ginger
6500,497,4 cloves of garlic,garlic
6501,497,3 pak choi,pak choi
6502,497,2 corn on the cobs,corncobs
6503,497,4 eggs,eggs
6504,497,400g instant packet noodles,noodles
6505,497,salt,salt
6506,497,vegetable oil,vegetable oil
6507,498,2 lemons,lemon
6508,498,salt,salt
6509,498,pepper,pepper
6510,498,600g cod fillet,cod fillets
6511,498,200g panko breadcrumbs,panko breadcrumbs
6512,498,2 eggs,eggs
6513,498,100g flour,flour
6514,498,2l vegetable oil,vegetable oil
6515,498,2 egg yolks,egg
6516,498,30g dijon mustard,dijon mustard
6517,498,40ml white wine vinegar,wine vinegar
6518,498,150ml olive oil,olive oil
6519,498,150ml vegetable oil,vegetable oil
6520,498,30ml water,water
6521,498,3 tbsp cornichons,cornichons
6522,498,3 tbsp shallots,shallots
6523,498,3 tbsp capers,capers
6524,498,1 lemon,lemon
6525,498,3 tbsp parsley,parsley
6526,499,8 chicken thighs,chicken thighs
6527,499,8 tbsp paprika,paprika
6528,499,400g plain flour,flour
6529,499,4 tbsp cayenne pepper,cayenne pepper
6530,499,4 tbsp onion salt,onion salt
6531,499,4 tbsp paprika,paprika
6532,499,8 tbsp thyme,thyme
6533,499,8 tbsp oregano,oregano
6534,499,900ml milk,milk
6535,499,4 lemons,lemon
6536,499,salt,salt
6537,499,pepper,pepper
6538,499,olive oil,olive oil
6539,499,2 over ripened mashed plantain,plantain
6540,499,4 small sweet potatoes,potatoes
6541,499,400g self raising flour,self raising flour
6542,499,170ml milk,milk
6543,499,4 tbsp baking powder,powder
6544,499,1 tsp vanilla essence,vanilla essence
6545,499,4 tsp cinnamon,cinnamon
6546,499,maple syrup,maple syrup
6547,499,icing sugar,icing sugar
6548,500,800g cannellini beans,cannellini beans
6549,500,300g tomato passata,tomato puree
6550,500,1 loaf of bread,bread
6551,500,3 garlic cloves,garlic
6552,500,1 brown onion,onion
6553,500,2 tbsp henderson's relish,relish
6554,500,1 tsp smoked paprika,paprika
6555,500,1 tbsp tomato puree,tomato puree
6556,500,1 vegetable stock cube,vegetable stock
6557,500,a generous pinch of dried thyme,thyme
6558,500,salt,salt
6559,500,pepper,pepper
6560,500,olive oil,olive oil
6561,501,850g lamb chops,lamb chops
6562,501,4 flatbreads,flatbread
6563,501,2 tbsp ground cumin,cumin
6564,501,1 tbsp chilli flakes,chilli
6565,501,1 tsp salt,salt
6566,502,200g greek yoghurt,yoghurt
6567,502,400g broccoli florets,broccoli florets
6568,502,1 lemon,lemon
6569,502,1 1/2 tbsp cayenne pepper,cayenne pepper
6570,502,200g toasted hazelnuts,hazelnuts
6571,502,handful of dill,dill
6572,502,salt,salt
6573,502,pepper,pepper
6574,502,olive oil,olive oil
6575,503,4 tbsp original manilife peanut butter,peanut butter
6576,503,1 tsp sichuan peppers,sichuan pepper
6577,503,2 tbsp honey,honey
6578,503,1 tsp chinkiang vinegar,chinkiang vinegar
6579,503,1 1/2 tbsp soy sauce,soy sauce
6580,503,2 cloves of garlic,garlic
6581,503,1 knob of ginger,ginger
6582,503,900g chicken wings ,chicken wings
6583,503,1 spring onion,spring onion
6584,503,1/2 red chilli,chilli
6585,503,salt,salt
6586,503,pepper,pepper
6587,503,sesame oil,sesame oil
6588,504,100g bubbly sourdough starter,sourdough starter
6589,504,500g strong white bread flour,bread flour
6590,504,320ml lukewarm water,water
6591,504,10g salt,salt
6592,504,olive oil,olive oil
6593,505,100g bubbly sourdough starter,sourdough starter
6594,505,500g strong white bread flour,bread flour
6595,505,300ml lukewarm water,water
6596,505,10g salt,salt
6597,505,olive oil,olive oil
6598,505,a casserole pot / ovenproof saucepan with lid,casserole pot or saucepan with lid
6599,505,a razor / a very sharp knife,razor or very sharp knife
6600,506,2 x 250 pouches of tilda pure basmati cooked rice,basmati rice
6601,506,1 brown onion,onion
6602,506,4 eggs,eggs
6603,506,1 tbsp soy sauce,soy sauce
6604,506,4 egg yolks,egg
6605,506,2 spring onions,spring onions
6606,506,200g petit pois peas,peas
6607,506,1 tbsp sesame seeds,sesame seeds
6608,506,salt,salt
6609,506,pepper,pepper
6610,506,sesame oil,sesame oil
6611,507,500g white bread flour,bread flour
6612,507,400ml warm water,water
6613,507,100g sourdough starter,sourdough starter
6614,507,a generous sprig of rosemary,rosemary
6615,507,10g maldon sea salt,sea salt
6616,507,7g table salt,table salt
6617,507,60ml olive oil,olive oil
6618,508,4 egg whites,egg whites
6619,508,240g caster sugar,caster sugar
6620,508,2 tsp cornflour ,cornflour
6621,508,1 tsp white wine vinegar or lemon juice,wine vinegar or lemon juice
6622,508,1 tsp vanilla extract,vanilla extract
6623,508,500ml pineapple juice,pineapple juice
6624,508,1 small pineapple,pineapple
6625,508,300g coconut yoghurt,coconut yoghurt
6626,508,handful of mint leaves,mint leaves
6627,509,3 mixed peppers,peppers
6628,509,2 red or green chillies,chillies
6629,509,2 avocados,avocado
6630,509,bunch of coriander,coriander
6631,509,2 tsp ground cumin ,cumin
6632,509,3 tbsp sour cream or greek yoghurt,sour cream or greek yoghurt
6633,509,3 limes,lime
6634,509,1 fat garlic clove,garlic
6635,509,4 fillets skinless and boneless fish fillets,fish fillets
6636,509,1 small red or white onion,onion
6637,509,12 hard taco shells or corn/wheat tortillas,taco shells or corn tortillas
6638,509,1/4 red cabbage,red cabbage
6639,509,salt,salt
6640,509,pepper,pepper
6641,509,olive oil,olive oil
6642,510,1 chorizo ring,chorizo
6643,510,2 white or red onions,onions
6644,510,3 garlic cloves,garlic
6645,510,250g cherry tomatoes,cherry tomatoes
6646,510,1 tbsp fennel seeds ,fennel seeds
6647,510,350g arborio risotto or paella rice,risotto or paella rice
6648,510,3 tbsp harissa,harissa
6649,510,glass of white wine,white wine
6650,510,"1 litre chicken, fish or veg stock",chicken stock
6651,510,12 raw king prawns,king prawns
6652,510,2 lemons,lemon
6653,510,100g feta,feta
6654,510,small handful of parsley,parsley
6655,510,salt,salt
6656,510,pepper,pepper
6657,510,olive oil,olive oil
6658,511,4 corn on the cobs,corncobs
6659,511,2 tbsp mayonnaise,mayonnaise
6660,511,30g parmesan or vegetarian hard,parmesan
6661,511,large pinch of chilli powder,chilli powder
6662,511,1 lime,lime
6663,511,salt,salt
6664,511,pepper,pepper
6665,512,1 medium chicken ,chicken
6666,512,2 garlic cloves,garlic
6667,512,2 tsp smoked paprika or chilli flakes,paprika or chilli flakes
6668,512,2 tsp ground cumin,cumin
6669,512,2 tsp dried oregano,oregano
6670,512,1 lemon,lemon
6671,512,300g tomatoes,tomatoes
6672,512,1 cucumber,cucumber
6673,512,choice of salad veggies,salad veggies
6674,512,2 tbsp red wine vinegar,red wine vinegar
6675,512,handful of mint,mint
6676,512,200g feta,feta
6677,512,50g pitted kalamata olives,kalamata olives
6678,512,"greek yoghurt, to serve",greek yoghurt
6679,512,salt,salt
6680,512,pepper,pepper
6681,512,olive oil,olive oil
6682,512,300g self raising flour,self raising flour
6683,512,200g greek yoghurt ,greek yoghurt
6684,512,1 tsp salt,salt
6685,513,200g brown sugar,sugar
6686,513,100g sourdough starter,sourdough starter
6687,513,250g plain flour,flour
6688,513,3 very ripe bananas,bananas
6689,513,1 egg,egg
6690,513,1 tsp vanilla extract,vanilla extract
6691,513,1 1/2 tsp baking powder,powder
6692,513,100ml vegetable oil,vegetable oil
6693,514,100g sourdough starter,sourdough starter
6694,514,75g plain flour,flour
6695,514,65ml water,water
6696,514,2 1/2 tsp baking powder,powder
6697,514,1 tsp salt,salt
6698,514,olive oil,olive oil
6699,515,90g bulgur wheat,bulgur wheat
6700,515,7 medium ripe tomatoes,tomatoes
6701,515,8 spring onions,spring onions
6702,515,1 tsp cinnamon,cinnamon
6703,515,1 tsp ground coriander,coriander
6704,515,2 lemons,lemon
6705,515,60g mint,mint
6706,515,250g flat leaf parsley,parsley
6707,515,2 tbsp tahini,tahini
6708,515,1 clove of garlic,garlic
6709,515,500g of halloumi,halloumi
6710,515,handful of pomegranate seeds,pomegranate seeds
6711,515,salt,salt
6712,515,pepper,pepper
6713,515,olive oil,olive oil
6714,516,big bunch of tarragon,tarragon
6715,516,big bunch of parsley,parsley
6716,516,4 anchovies,anchovies
6717,516,2 tbsps capers,capers
6718,516,1 shallot,shallot
6719,516,3 tbsps red wine vinegar,wine vinegar
6720,516,750g baby potatoes,potatoes
6721,516,4 chicken legs ,chicken legs
6722,516,salt,salt
6723,516,pepper,pepper
6724,516,olive oil,olive oil
6725,517,5 peppers ,peppers
6726,517,2 aubergines,aubergines
6727,517,1 loaf of ciabatta,ciabatta
6728,517,handful of kalamata olives,kalamata olives
6729,517,3 balls of mozzarella,mozzarella
6730,517,4 tbsp pesto,pesto
6731,517,10 slices of parma ham,parma ham
6732,517,10 large slices of salami,salami
6733,517,salt,salt
6734,517,pepper,pepper
6735,517,olive oil,olive oil
6736,518,320g chicken thigh fillets,chicken thigh
6737,518,1 orange,orange
6738,518,bunch of spring onions,spring onions
6739,518,5 cloves of garlic,garlic
6740,518,large knob of ginger,ginger
6741,518,8g light soy sauce,soy sauce
6742,518,16g fermented bean curds,fermented bean curds
6743,518,4 tbsp kewpie mayo ,mayonnaise
6744,518,1 tsp wasabi paste ,wasabi paste
6745,518,184g kimchi,kimchi
6746,518,50g cornflour,cornflour
6747,518,2 eggs,eggs
6748,518,8 hirata buns ,bao buns
6749,518,8 tsp sriracha,sriracha
6750,518,salt,salt
6751,518,white pepper,pepper
6752,518,sunflower or vegetable oil,sunflower
6753,519,4 chicken legs ,chicken legs
6754,519,150g unsalted butter,butter
6755,519,65g pistachios,pistachios
6756,519,6 cloves of garlic,garlic
6757,519,2 lemons,lemon
6758,519,handful of parsley,parsley
6759,519,1/2 tbsp sumac,sumac
6760,519,2x250g pouches of tilda lime & coriander cooked rice,lime & coriander rice
6761,519,salt,salt
6762,519,pepper,pepper
6763,519,olive oil,olive oil
6764,520,750g cherry tomatoes,cherry tomatoes
6765,520,5 cloves of garlic,garlic
6766,520,2 red chillies,chillies
6767,520,400g tomato passata,tomato puree
6768,520,1 vegetable stock pot,vegetable stock
6769,520,1 loaf of ciabatta,ciabatta
6770,520,100g spinach,spinach
6771,520,handful of basil,basil
6772,520,6 eggs ,eggs
6773,520,salt,salt
6774,520,pepper,pepper
6775,520,olive oil,olive oil
6776,521,350g chestnut mushrooms,chestnut mushrooms
6777,521,2 shallots,shallots
6778,521,2 cloves of garlic,garlic
6779,521,3 tsp miso paste,miso paste
6780,521,400g cooked puy lentils,puy lentils
6781,521,55g breadcrumbs,breadcrumbs
6782,521,1 cucumber,cucumber
6783,521,4 tbsp cider vinegar,cider vinegar
6784,521,1 tbsp coriander seeds,coriander seeds
6785,521,270ml plant single cream ,single cream
6786,521,1 vegetable stock pot,vegetable stock
6787,521,1 tsp dijon mustard,dijon mustard
6788,521,handful of dill,dill
6789,521,300g new potatoes,potatoes
6790,521,salt,salt
6791,521,pepper,pepper
6792,521,olive oil,olive oil
6793,522,440g alaska salmon fillets,salmon
6794,522,bulb of garlic,garlic
6795,522,25g sunflower seeds,sunflower seeds
6796,522,25g pumpkin seeds,pumpkin seeds
6797,522,1 tbsp worcestershire sauce,worcestershire sauce
6798,522,2 lemons,lemon
6799,522,350g cavolo nero,cavolo nero
6800,522,4 anchovies,anchovies
6801,522,2 egg yolks,egg
6802,522,2 tbsp horseradish,horseradish
6803,522,1 avocado,avocado
6804,522,40g parmesan,parmesan
6805,522,salt,salt
6806,522,pepper,pepper
6807,522,olive oil,olive oil
6808,522,vegetable oil,vegetable oil
6809,523,1 red onion,onion
6810,523,1/2 lemon,lemon
6811,523,750g baby potatoes,potatoes
6812,523,120g streaky bacon,streaky bacon
6813,523,bunch of celery,celery
6814,523,bunch of spring onions,spring onions
6815,523,handful of chives,chives
6816,523,salt,salt
6817,523,olive oil,olive oil
6818,523,1 tbsp mustard ,mustard
6819,523,2 tbsp mayonnaise,mayonnaise
6820,523,2 tbsp natural yoghurt,yoghurt
6821,523,1 tsp honey,honey
6822,523,1/2 lemon,lemon
6823,523,salt,salt
6824,523,pepper,pepper
6825,524,handful of pistachios,pistachios
6826,524,25g basil,basil
6827,524,2 tbsp honey,honey
6828,524,8 peaches,peaches
6829,524,handful of rocket,rocket
6830,524,2 burrata balls,burrata
6831,524,salt,salt
6832,524,pepper,pepper
6833,524,olive oil,olive oil
6834,525,500g long grain basmati rice,basmati rice
6835,525,2 medium onions,onions
6836,525,1 chicken stock cube,chicken stock
6837,525,1 maggi stock cube,stock
6838,525,400g tomatoes chopped or 6 large fresh tomatoes,fresh tomatoes or chopped tomatoes
6839,525,75g tomato puree,tomato puree
6840,525,1 red pepper,red pepper
