recipeID,ingredient_and_quantity,ingredient_gt
575,1200g tinned tomatoes,tomatoes
575,2 packets dough balls (we use pizzaexpress),dough
575,2 balls mozzarella,mozzarella
575,40g parmesan,parmesan
575,1 tsp sugar,sugar
575,bunch of basil,basil
575,salt,salt
575,pepper,pepper
575,olive oil,olive oil
576,2 celery sticks,celery
576,2 brown onions,onions
576,6 sausages,sausages
576,1 tbsp fennel seeds,fennel seeds
576,1 tsp chilli flakes,chilli
576,400g arborio risotto,risotto
576,2 chicken stock cubes,chicken stock
576,175ml white wine,wine
576,100g parmesan,parmesan
576,knob of butter,butter
576,bunch of basil,basil
576,salt,salt
576,pepper,pepper
576,olive oil,olive oil
577,1 chorizo ring,chorizo
577,4 pork sausages,pork sausages
577,2 onions,onions
577,2 cloves of garlic,garlic
577,2 red peppers,peppers
577,820g baked beans (we use branston beans),beans
577,1 tsp rosemary,rosemary
577,2 chicken stock cubes,chicken stock
577,ciabatta loaf,ciabatta loaf
577,bunch of parsley,parsley
577,200g yoghurt (1 pot),yoghurt
577,salt,salt
577,pepper,pepper
577,olive oil,olive oil
578,4 alaska pollock fillets,pollock
578,3 cloves of garlic,garlic
578,2 knobs grated ginger,ginger
578,4 tbsp mayo,mayonnaise
578,2 1/2 tbsp gochujang,gochujang base
578,half a lemon,lemon
578,70g breadcrumbs,breadcrumbs
578,half red cabbage,cabbage
578,1 large handful of beansprouts,beansprouts
578,2 tbsp sesame oil,sesame oil
578,2 tbsp rice vinegar,rice vinegar
578,2 tsp honey,honey
578,4 brioche bun,brioche buns
578,olive oil,olive oil
579,450g smoked bacon,bacon
579,500g packet noodles,noodles
579,2 tbsp peanut butter (we use manilife),peanut butter
579,2 tbsp soy sauce,soy sauce
579,2 tbsp chilli oil,chilli oil
579,2 tbsp rice vinegar,rice vinegar
579,1 1/2 tsp five-spice,five spice
579,knob of ginger,ginger
579,10 spring onions,spring onions
580,675g halloumi (3 packs),halloumi cheese
580,2 eggs,eggs
580,160g semolina,semolina
580,a good amount of sunflower or vegetable oil for frying,sunflower oil or vegetable oil
580,2 tbsp sumac,sumac
580,2 tbsp za’atar,za'atar
580,2 tbsp sesame seeds,sesame seess
580,2 tbsp honey,honey
580,140g yoghurt,yoghurt
580,3 tbsp pomegranate,pomegranate
580,1 lemon,lemon
580,bunch of mint,mint
581,200g crayfish,crayfish
581,4 limes,lime
581,4 brioche buns,brioche buns
581,1 carrot,carrot
581,1/2 red cabbage,cabbage
581,1 cucumber,cucumber
581,4 tbsp mayo,mayonnaise
581,2 avocados,avocado
581,2 tbsp wasabi,wasabi
581,2 tbsp sesame seeds,sesame seeds
581,2 tbsp fish sauce,fish sauce
581,2 tbsp rice wine vinegar,seasoned rice wine vinegar
581,2 tsp sesame oil,sesame oil
581,knob of butter,butter
581,salt,salt
581,pepper,pepper
582,800g chickpeas in water,chickpeas
582,400g plant based mince (we use meatless farm),minced meat
582,800g chopped tinned tomatoes,tomatoes
582,1 onion,onion
582,3 tsp smoked paprika,paprika
582,1/2 tsp cumin,cumin
582,2 tsp cinnamon,cinnamon
582,2 tsp sugar,sugar
582,2 vegetable stock cubes,vegetable stock
582,4 tbsp tahini,tahini
582,1 lemon,lemon
582,3 cloves of garlic,garlic
582,bunch of coriander,coriander
582,salt,salt
582,pepper,pepper
582,olive oil,olive oil
583,5 eggs,eggs
583,350g dark chocolate,dark chocolate
583,300g unsalted butter,butter
583,400g caster sugar,caster sugar
583,200g self raising flour,self raising flour
583,90g cocoa powder,cocoa powder
583,1 tsp dried chilli flakes,chilli
583,100g roasted peanuts,peanuts
583,salt,salt
583,1 lime,lime
583,1 tsp chilli flakes,chilli
583,1 tsp salt,salt
584,1 garlic,garlic
584,1 lemon,lemon
584,4 aubergines,aubergines
584,4 tbsp tahini,tahini
584,2 tbsp harissa,harissa
584,400g chickpeas,chickpeas
584,60g pomegranate seeds,pomegranate seeds
584,bunch of mint,mint
584,1 tsp smoked paprika,paprika
584,1 tsp cumin,cumin
584,salt,salt
584,pepper,pepper
584,olive oil,olive oil
585,2 1/2 tsp ’nduja paste,’nduja paste
585,400g sausage meat,sausage
585,6 eggs,eggs
585,8 tbsp plain flour,flour
585,100g panko breadcrumbs,panko breadcrumbs
585,small bunch of parsley,parsley
585,small bunch of chives,chives
585,salt,salt
585,pepper,pepper
585,vegetable oil (you will need a lot),vegetable oil
586,4 medium british lion eggs,eggs
586,200g butter,butter
586,100g plain flour,flour
586,1 tsp paprika,paprika
586,8 slices of ham,ham
586,500ml milk,milk
586,200g gruyère,gruyere
586,loaf of sourdough,sourdough
586,salt,salt
586,pepper,pepper
586,olive oil,olive oil
587,1 1/2kg new potatoes,potatoes
587,3 tbsp basil pesto,basil pesto sauce
587,4 tbsp sour cream,sour cream
587,bunch of chives,chives
587,100g hazelnuts,hazelnuts
587,bunch of basil,basil
587,95g capers,capers
587,1/2 lemon,lemon
587,salt,salt
587,pepper,pepper
587,olive oil,olive oil
588,15g ginger,ginger
588,25g garlic paste (7 cloves),garlic paste
588,20g spring onions,spring onions
588,handful of coriander,coriander
588,bunch of mint,mint
588,3 green chillies,chillies
588,1 red onion,onion
588,3 tsp ground coriander,coriander
588,100g full fat greek yoghurt,yoghurt
588,450g lamb mince,lamb mince
588,2 bay leaves,bay leaves
588,1/2 tsp plain flour,flour
588,50g frozen peas,peas
588,1 1/2 tsp salt,salt
588,3 tbsp vegetable oil,vegetable oil
588,4 soft bread buns,buns
588,knob of butter,butter
588,1 red onion,onion
588,handful of coriander leaves,coriander
588,4 lime wedges,lime wedges
589,4 large leeks,leeks
589,knob of butter,butter
589,1 heaped tsp fennel seeds,fennel seeds
589,1 heaped tsp chilli flakes,chilli
589,450g orzo,orzo
589,2 chicken stock cubes,chicken stock
589,100g parmesan,parmesan
589,parmesan rind,parmesan
589,salt,salt
589,pepper,pepper
589,olive oil,olive oil
590,4 sweet potatoes,potatoes
590,6 leeks,leeks
590,40g butter,butter
590,3 cloves of garlic,garlic
590,knob of ginger,ginger
590,2 tsp thyme,thyme
590,2 vegetable stock cubes,vegetable stock
590,loaf of sourdough,sourdough
590,100g cheddar,cheddar
590,salt,salt
590,pepper,pepper
590,olive oil,olive oil
591,230g plain flour,flour
591,1 tsp baking powder,powder
591,6 eggs,eggs
591,4 tsp harissa,harissa
591,1/2 lemon,lemon
591,250g halloumi (1 block),halloumi
591,200ml whole milk,milk
591,bunch of thyme,thyme
591,bunch of parsley,parsley
591,salt,salt
591,pepper,pepper
591,olive oil,olive oil
592,2 onions,onions
592,2 large carrots,carrots
592,2 celery sticks,celery
592,750g beef mince,beef mince
592,1 tsp nutmeg,nutmeg
592,2 bay leaves,bay leaves
592,1.5l milk,milk
592,500ml white wine,wine
592,800g tinned tomatoes (2 tins),tomatoes
592,100g flour,flour
592,100g butter,butter
592,500g lasagne sheets,lasagne sheets
592,250g parmesan,parmesan
592,300g mozzarella (2 balls),mozzarella
592,salt,salt
592,pepper,pepper
592,olive oil,olive oil
593,130g parmesan,parmesan
593,40g pecorino,pecorino
593,3 bulbs of garlic,garlic
593,450g linguine,linguine
593,1 lemon,lemon
593,1.5 tbsp pepper,pepper
593,salt,salt
594,250g cod fillet,cod fillets
594,100g plain flour,flour
594,500ml rapeseed oil,rapeseed oil
594,150g plain flour,flour
594,1/2 tsp baking powder,powder
594,100ml cold sparkling water or light beer,sparkilng water or light beer
594,100ml vodka,vodka
594,1 tsp fine salt,fine salt
594,pepper,pepper
594,1 mango,mango
594,1 lime,lime
594,1 jalapeño chilli,jalapeno chilies
594,bunch of mint,mint
594,pinch of sugar,sugar
594,salt,salt
594,pepper,pepper
594,olive oil,olive oil
594,100ml mayonnaise,mayonaise
594,35ml chipotle in adobo,chipotle
594,35ml sriracha,siracha
594,1/2 red cabbage,cabbage
594,2 limes,lime
594,bunch of coriander,coriander
594,8 small corn tortillas,corn tortillas
595,60g almonds,almonds
595,1 tsp cumin,cumin
595,½ tsp cayenne,cayenne
595,1 onion,onion
595,800g tomatoes,tomatoes
595,50ml white wine,wine
595,400g chickpeas,chickpeas
595,500g vegetable stock,vegetable stock
595,200g spinach,spinach
595,loaf of sourdough,sourdough
595,4 tbsp ‘nduja paste,‘nduja paste
595,200g manchego cheese,manchego cheese
595,1 bunch of parsley,parsley
595,salt,salt
595,pepper,pepper
595,olive oil,olive oil
596,4 plant based burgers (we use meatless farm),burger
596,1 beetroot,beetroot
596,1 tbsp paprika,paprika
596,sprig of rosemary,rosemary
596,500g chestnut mushrooms,chestnut mushrooms
596,large sprig of thyme,thyme
596,100ml white wine,wine
596,500g puff pastry,puff pastry
596,400g tenderstem broccoli,broccoli
596,2 onions,onions
596,1 carrot,carrot
596,2 sticks of celery,celery
596,2 cloves of garlic,garlic
596,1 vegetable stock cube,vegetable stock
596,50ml white wine vinegar,wine vinegar
596,1 tbsp flour,flour
596,2 tsp marmite,marmite
596,2 bay leaves,bay leaves
596,salt,salt
596,pepper,pepper
596,olive oil,olive oil
597,leftover risotto,risotto
597,100g breadcrumbs,breadcrumbs
597,50g grana padano,grana padano
597,handful of thyme,thyme
597,handful of rosemary,rosemary
597,bunch of basil,basil
597,3 eggs,eggs
597,1 garlic clove,garlic
597,100g plain flour,flour
597,600ml passata,passata
597,salt,salt
597,pepper,pepper
597,500ml vegetable oil,vegetable oil
598,10 spring onions,spring onions
598,2 knobs of ginger,ginger
598,3 cloves of garlic,garlic
598,bunch of basil,basil
598,600g dried ramen noodles (4 packets),ramen noodles
598,1 tbsp chilli oil,chilli oil
598,3 tbsp soy sauce,soy sauce
598,2 tbsp rice wine vinegar,seasoned rice wine vinegar
598,3 tbsp sesame oil,sesame oil
598,1 tsp sugar,sugar
598,1 vegetable stock cube,vegetable stock
598,4 eggs,eggs
598,vegetable oil,vegetable oil
599,4 chicken breasts,chicken breasts
599,200g dry kidney beans,kidney beans
599,1 onion,onion
599,4 spring onions,spring onions
599,handful of thyme sprigs,thyme sprigs
599,3 scotch bonnet peppers,peppers
599,10 cloves of garlic,garlic
599,400ml coconut milk,coconut milk
599,100g creamed coconut,creamed coconut
599,600g rice,rice
599,2 tsp pimento seeds,pimiento seeds
599,3 tsp jerk seasoning,jerk seasoning
599,1 tbsp brown sugar,sugar
599,1 tsp nutmeg,nutmeg
599,1 tbsp apple cider vinegar,apple cider vinegar
599,1 tbsp browning or soy sauce,browning or soy sauce
599,1 lime,lime
599,1 plantain,plantain
599,salt,salt
599,pepper,pepper
599,vegetable oil,vegetable oil
600,500g mushrooms,mushrooms
600,1 onion,onion
600,1 clove of garlic,garlic
600,small bunch of sage,sage
600,600g crème fraîche,creme fraiche
600,20g salted butter,butter
600,400g conchiglie pasta,conchiglie
600,150g parmesan,parmesan
600,salt,salt
600,pepper,pepper
600,olive oil,olive oil
601,2 tbsp fennel seeds,fennel seeds
601,3 jalapeño chilli,jalapeno chilies
601,2 tbsp chilli powder,chilli powder
601,2 tsp ground turmeric,turmeric
601,3 tsp ground cumin,cumin
601,2 tsp ginger paste,ginger paste
601,1 tbsp garlic paste,garlic paste
601,2 onions,onions
601,4 chicken breasts,chicken breasts
601,4 tsp tamarind paste,tamarind paste
601,600ml coconut milk,coconut milk
601,1 sweet potato,potato
601,400g basmati rice,basmati rice
601,salt,salt
601,vegetable oil,vegetable oil
602,500g smoked mackerel,mackerel
602,250g crème fraîche,creme fraiche
602,5 tbsp horseradish cream,horseradish cream
602,large bunch of parsley,parsley
602,loaf of sourdough bread,sourdough bread
602,1 lemon,lemon
602,salt,salt
602,pepper,pepper
603,100g butter,butter
603,3 large onions,onions
603,187ml white wine,wine
603,few sprigs of thyme,thyme
603,450g macaroni,macaroni
603,4 tbsp plain flour,flour
603,800ml whole milk,milk
603,200g gruyère,gruyere
603,200g extra mature cheddar,cheddar
603,1 heaped tsp dijon mustard,dijon mustard
603,100g breadcrumbs,breadcrumbs
603,salt,salt
603,pepper,pepper
604,4 sweet potatoes,potatoes
604,3 tbsp curry powder,curry powder
604,4 shallots,shallots
604,1.2kg chickpeas,chickpeas
604,350g coconut yoghurt,coconut yoghurt
604,200g spinach,spinach
604,bunch of coriander,coriander
604,1 lime,lime
604,knob of ginger,ginger
604,2 cloves of garlic,garlic
604,50g pomegranate,pomegranate
604,salt,salt
604,pepper,pepper
604,vegetable oil,vegetable oil
604,olive oil,olive oil
605,500g brussels sprout,brussels sprouts
605,225g smoked tofu,tofu
605,1 lime,lime
605,2 cloves of garlic,garlic
605,2 tbsp tamarind paste,tamarind paste
605,3 tbsp soy sauce,soy sauce
605,2 tbsp soft brown sugar,sugar
605,400g wide flat rice noodles,rice noodles
605,2 tbsp chilli oil with sediment (we use lee kum kee),chilli oil
605,200g beansprouts,beansprouts
605,handful salted roasted peanuts,peanuts
605,bunch of coriander,coriander
605,vegetable oil,vegetable oil
606,750g carrots,carrots
606,1 tbsp cumin seeds,cumin seeds
606,1 tbsp curry powder,curry powder
606,1 onion,onion
606,3 cloves of garlic,garlic
606,knob of ginger,ginger
606,1 1/2 tsp turmeric,turmeric
606,300g split red lentils,lentils
606,1 green chilli,chilli
606,bunch of coriander,coriander
606,3 tbsp desiccated coconut,coconut
606,6 tbsp coconut yoghurt,coconut yoghurt
606,1 lime,lime
606,salt,salt
606,pepper,pepper
606,vegetable oil,vegetable oil
607,1 onion,onion
607,3 cloves of garlic,garlic
607,1 tsp ground coriander,coriander
607,6 tsp harissa paste,harissa paste
607,400g roasted red peppers,peppers
607,800g tinned tomatoes,tomatoes
607,3 tbsp tahini,tahini
607,1 lemon,lemon
607,large bunch of parsley,parsley
607,loaf of ciabatta,ciabatta
607,salt,salt
607,pepper,pepper
607,olive oil,olive oil
608,3 large sweet potatoes,potatoes
608,3 tbsp tahini,tahini
608,2 avocados,avocado
608,3 tbsp miso paste (we use miso tasty),miso paste
608,knob of ginger,ginger
608,2 tsp chilli flakes,chilli
608,200g tender-stem broccoli,broccoli
608,bunch of coriander,coriander
608,1 tbsp white wine vinegar,wine vinegar
608,3 tsp sesame oil,sesame oil
608,100g cashew nuts,cashew nuts
608,salt,salt
608,vegetable oil,vegetable oil
609,8 frozen hash browns,hash browns
609,8 sausages,sausages
609,8 rashers dry-cured smoked streaky bacon,streaky bacon
609,8 slices leerdammer cheese,cheese
609,4 brioche buns,brioche buns
609,4 eggs,eggs
609,8 tbsp mayonnaise,mayonnaise
609,8 tbsp ketchup,ketchup
609,8 tbsp hot sauce,sauce
609,pepper,pepper
609,olive oil,olive oil
610,300g unsmoked bacon medallions,bacon
610,1 butternut squash,butternut squash
610,2 sweet potatoes,potatoes
610,200g taleggio,taleggio
610,bunch of parsley,parsley
610,sprig of rosemary,rosemary
610,2 red onions,onions
610,salt,salt
610,pepper,pepper
610,olive oil,olive oil
611,400g meatless farm mince,minced meat
611,2 tbsp peanut butter,peanut butter
611,2 tbsp chilli oil,chilli oil
611,4 spring onions,spring onions
611,500g udon noodles,udon
611,2 tbsp dark soy sauce,dark soy sauce
611,200g tender-stem broccoli,broccoli
611,1 tsp five spice,five spice
611,salt,salt
611,pepper,pepper
611,olive oil,olive oil
612,400g rigatoni,rigatoni
612,1 butternut squash,butternut squash
612,100g parmesan,parmesan
612,4 shallots,shallots
612,3 cloves of garlic,garlic
612,handful of parsley,parsley
612,90ml milk,milk
612,salt,salt
612,pepper,pepper
612,olive oil,olive oil
613,2 large butternut squash,butternut squash
613,1 red chilli,chilli
613,70g flaked almonds,flaked almonds
613,50g feta,feta
613,large bunch of parsley,parsley
613,large bunch of mint,mint
613,1 tsp dried oregano,oregano
613,5 tbsp red wine vinegar,wine vinegar
613,2 tbsp capers,capers
613,1 red onion,onion
613,salt,salt
613,pepper,pepper
613,olive oil,olive oil
614,500g parsnips,parsnips
614,500g carrots,carrots
614,2 sweet potatoes,potatoes
614,2 tbsp curry powder,curry powder
614,1 onion,onion
614,bunch of coriander,coriander
614,2 cloves of garlic,garlic
614,knob of ginger,ginger
614,1 green chilli,chilli
614,800ml coconut milk,coconut milk
614,1 lime,lime
614,50g toasted flaked almonds,flaked almonds
614,400g rice,rice
614,salt,salt
614,pepper,pepper
614,olive oil,olive oil
615,200g brie,brie
615,4 slices of leftover ham,ham
615,4 tbsp caramelised onion chutney,onion chutney
615,4 brioche folded flatbreads,flatbread
615,knob of butter,butter
616,500g leftover turkey (white or dark meat),turkey
616,500g greek yoghurt,greek yoghurt
616,3 cloves of garlic,garlic
616,3 tbsp oregano,oreano
616,1 tsp chilli flakes,chilli flakes
616,1 cucumber,cucumber
616,half a lemon,lemon
616,bunch of mint,mint
616,225g halloumi,halloumi
616,4 greek style flatbreads,flatbread
616,salt,salt
616,pepper,pepper
616,olive oil,olive oil
617,500g red grapes,grapes
617,1 ½ tsp chilli flakes,chilli
617,1 camembert (250g) - make sure to buy it in its wooden box,camembert
617,loaf of ciabatta,ciabatta
617,100g butter,butter
